"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: concurrency","Param: impl","Param: iterations","Param: nodeCount","Param: sourceCount"
"org.neo4j.graphalgo.bench.AllShortestPathsComparisionBenchmark._01_benchmark_ASP","avgt",1,10,7696.578582,1020.458453,"ms/op",,,,,
"org.neo4j.graphalgo.bench.AllShortestPathsComparisionBenchmark._01_benchmark_ASP:·gc.alloc.rate","avgt",1,10,70.115094,37.336730,"MB/sec",,,,,
"org.neo4j.graphalgo.bench.AllShortestPathsComparisionBenchmark._01_benchmark_ASP:·gc.alloc.rate.norm","avgt",1,10,611575547.200000,321327835.344344,"B/op",,,,,
"org.neo4j.graphalgo.bench.AllShortestPathsComparisionBenchmark._01_benchmark_ASP:·gc.churn.PS_Eden_Space","avgt",1,10,77.567198,124.019316,"MB/sec",,,,,
"org.neo4j.graphalgo.bench.AllShortestPathsComparisionBenchmark._01_benchmark_ASP:·gc.churn.PS_Eden_Space.norm","avgt",1,10,697460326.400000,1111499742.262394,"B/op",,,,,
"org.neo4j.graphalgo.bench.AllShortestPathsComparisionBenchmark._01_benchmark_ASP:·gc.churn.PS_Survivor_Space","avgt",1,10,0.012517,0.048761,"MB/sec",,,,,
"org.neo4j.graphalgo.bench.AllShortestPathsComparisionBenchmark._01_benchmark_ASP:·gc.churn.PS_Survivor_Space.norm","avgt",1,10,111315.200000,439559.420186,"B/op",,,,,
"org.neo4j.graphalgo.bench.AllShortestPathsComparisionBenchmark._01_benchmark_ASP:·gc.count","avgt",1,10,5.000000,NaN,"counts",,,,,
"org.neo4j.graphalgo.bench.AllShortestPathsComparisionBenchmark._01_benchmark_ASP:·gc.time","avgt",1,10,488.000000,NaN,"ms",,,,,
"org.neo4j.graphalgo.bench.AllShortestPathsComparisionBenchmark._03_benchmark_MS_ASP","avgt",1,10,746.214833,172.362998,"ms/op",,,,,
"org.neo4j.graphalgo.bench.AllShortestPathsComparisionBenchmark._03_benchmark_MS_ASP:·gc.alloc.rate","avgt",1,10,172.082617,99.311967,"MB/sec",,,,,
"org.neo4j.graphalgo.bench.AllShortestPathsComparisionBenchmark._03_benchmark_MS_ASP:·gc.alloc.rate.norm","avgt",1,10,182023194.800000,96691938.385324,"B/op",,,,,
"org.neo4j.graphalgo.bench.AllShortestPathsComparisionBenchmark._03_benchmark_MS_ASP:·gc.churn.PS_Eden_Space","avgt",1,10,248.584052,489.891385,"MB/sec",,,,,
"org.neo4j.graphalgo.bench.AllShortestPathsComparisionBenchmark._03_benchmark_MS_ASP:·gc.churn.PS_Eden_Space.norm","avgt",1,10,295069286.400000,610677330.006409,"B/op",,,,,
"org.neo4j.graphalgo.bench.AllShortestPathsComparisionBenchmark._03_benchmark_MS_ASP:·gc.churn.PS_Survivor_Space","avgt",1,10,0.590826,1.949698,"MB/sec",,,,,
"org.neo4j.graphalgo.bench.AllShortestPathsComparisionBenchmark._03_benchmark_MS_ASP:·gc.churn.PS_Survivor_Space.norm","avgt",1,10,817747.200000,2889261.407623,"B/op",,,,,
"org.neo4j.graphalgo.bench.AllShortestPathsComparisionBenchmark._03_benchmark_MS_ASP:·gc.count","avgt",1,10,4.000000,NaN,"counts",,,,,
"org.neo4j.graphalgo.bench.AllShortestPathsComparisionBenchmark._03_benchmark_MS_ASP:·gc.time","avgt",1,10,612.000000,NaN,"ms",,,,,
"org.neo4j.graphalgo.bench.BetweennessCentralityBenchmark._01_benchmark","avgt",1,5,6549361.203200,1428252.810149,"us/op",0,,,,
"org.neo4j.graphalgo.bench.BetweennessCentralityBenchmark._01_benchmark:·gc.alloc.rate","avgt",1,5,10.617406,2.106930,"MB/sec",0,,,,
"org.neo4j.graphalgo.bench.BetweennessCentralityBenchmark._01_benchmark:·gc.alloc.rate.norm","avgt",1,5,78660265.600000,5257915.298004,"B/op",0,,,,
"org.neo4j.graphalgo.bench.BetweennessCentralityBenchmark._01_benchmark:·gc.count","avgt",1,5,0.000000,NaN,"counts",0,,,,
