"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: concurrency","Param: impl","Param: iterations","Param: source"
"org.neo4j.graphalgo.bench.BetweennessCentralityBenchmark._01_benchmark:·gc.churn.PS_Eden_Space","avgt",1,5,96.859380,833.988474,"MB/sec",8,,,
"org.neo4j.graphalgo.bench.BetweennessCentralityBenchmark._01_benchmark:·gc.churn.PS_Eden_Space.norm","avgt",1,5,107374182.400000,924524092.518036,"B/op",8,,,
"org.neo4j.graphalgo.bench.BetweennessCentralityBenchmark._01_benchmark:·gc.count","avgt",1,5,1.000000,NaN,"counts",8,,,
"org.neo4j.graphalgo.bench.BetweennessCentralityBenchmark._01_benchmark:·gc.time","avgt",1,5,25.000000,NaN,"ms",8,,,
"org.neo4j.graphalgo.bench.BetweennessComparisionBenchmark._01_benchmark_sequential","avgt",1,5,366504.021333,36545.388847,"us/op",,,,
"org.neo4j.graphalgo.bench.BetweennessComparisionBenchmark._01_benchmark_sequential:·gc.alloc.rate","avgt",1,5,18.500947,2.347399,"MB/sec",,,,
"org.neo4j.graphalgo.bench.BetweennessComparisionBenchmark._01_benchmark_sequential:·gc.alloc.rate.norm","avgt",1,5,10471396.800000,1719423.272130,"B/op",,,,
"org.neo4j.graphalgo.bench.BetweennessComparisionBenchmark._01_benchmark_sequential:·gc.count","avgt",1,5,0.000000,NaN,"counts",,,,
"org.neo4j.graphalgo.bench.BetweennessComparisionBenchmark._04_benchmark_parallel8","avgt",1,5,45296.461141,968.549656,"us/op",,,,
"org.neo4j.graphalgo.bench.BetweennessComparisionBenchmark._04_benchmark_parallel8:·gc.alloc.rate","avgt",1,5,165.284290,309.084690,"MB/sec",,,,
"org.neo4j.graphalgo.bench.BetweennessComparisionBenchmark._04_benchmark_parallel8:·gc.alloc.rate.norm","avgt",1,5,11670989.125692,21651399.401593,"B/op",,,,
"org.neo4j.graphalgo.bench.BetweennessComparisionBenchmark._04_benchmark_parallel8:·gc.churn.PS_Eden_Space","avgt",1,5,267.839500,1412.611304,"MB/sec",,,,
"org.neo4j.graphalgo.bench.BetweennessComparisionBenchmark._04_benchmark_parallel8:·gc.churn.PS_Eden_Space.norm","avgt",1,5,19522578.618182,102936921.889948,"B/op",,,,
"org.neo4j.graphalgo.bench.BetweennessComparisionBenchmark._04_benchmark_parallel8:·gc.churn.PS_Survivor_Space","avgt",1,5,0.127302,0.743620,"MB/sec",,,,
"org.neo4j.graphalgo.bench.BetweennessComparisionBenchmark._04_benchmark_parallel8:·gc.churn.PS_Survivor_Space.norm","avgt",1,5,9221.018182,53453.600700,"B/op",,,,
"org.neo4j.graphalgo.bench.BetweennessComparisionBenchmark._04_benchmark_parallel8:·gc.count","avgt",1,5,2.000000,NaN,"counts",,,,
"org.neo4j.graphalgo.bench.BetweennessComparisionBenchmark._04_benchmark_parallel8:·gc.time","avgt",1,5,10.000000,NaN,"ms",,,,
"org.neo4j.graphalgo.bench.BetweennessComparisionBenchmark._05_benchmark_sucessorBrandes","avgt",1,5,2167997.745400,107309.495978,"us/op",,,,
"org.neo4j.graphalgo.bench.BetweennessComparisionBenchmark._05_benchmark_sucessorBrandes:·gc.alloc.rate","avgt",1,5,74.669854,154.710775,"MB/sec",,,,
"org.neo4j.graphalgo.bench.BetweennessComparisionBenchmark._05_benchmark_sucessorBrandes:·gc.alloc.rate.norm","avgt",1,5,208447894.400000,431021998.524490,"B/op",,,,
"org.neo4j.graphalgo.bench.BetweennessComparisionBenchmark._05_benchmark_sucessorBrandes:·gc.churn.PS_Eden_Space","avgt",1,5,76.025800,654.605067,"MB/sec",,,,
"org.neo4j.graphalgo.bench.BetweennessComparisionBenchmark._05_benchmark_sucessorBrandes:·gc.churn.PS_Eden_Space.norm","avgt",1,5,214748364.800000,1849048185.036073,"B/op",,,,
"org.neo4j.graphalgo.bench.BetweennessComparisionBenchmark._05_benchmark_sucessorBrandes:·gc.churn.PS_Survivor_Space","avgt",1,5,0.081098,0.698282,"MB/sec",,,,
"org.neo4j.graphalgo.bench.BetweennessComparisionBenchmark._05_benchmark_sucessorBrandes:·gc.churn.PS_Survivor_Space.norm","avgt",1,5,229076.800000,1972420.333297,"B/op",,,,
"org.neo4j.graphalgo.bench.BetweennessComparisionBenchmark._05_benchmark_sucessorBrandes:·gc.count","avgt",1,5,1.000000,NaN,"counts",,,,
"org.neo4j.graphalgo.bench.BetweennessComparisionBenchmark._05_benchmark_sucessorBrandes:·gc.time","avgt",1,5,44.000000,NaN,"ms",,,,
"org.neo4j.graphalgo.bench.ClosenessCentralityBenchmark._01_benchmark","avgt",1,5,7235.062840,946.546082,"us/op",,,,
"org.neo4j.graphalgo.bench.ClosenessCentralityBenchmark._01_benchmark:·gc.alloc.rate","avgt",1,5,108.789713,172.318010,"MB/sec",,,,
"org.neo4j.graphalgo.bench.ClosenessCentralityBenchmark._01_benchmark:·gc.alloc.rate.norm","avgt",1,5,1239522.726758,1936790.874924,"B/op",,,,
"org.neo4j.graphalgo.bench.ClosenessCentralityBenchmark._01_benchmark:·gc.churn.PS_Eden_Space","avgt",1,5,135.890275,1170.056250,"MB/sec",,,,
"org.neo4j.graphalgo.bench.ClosenessCentralityBenchmark._01_benchmark:·gc.churn.PS_Eden_Space.norm","avgt",1,5,1626881.551515,14007940.795728,"B/op",,,,
"org.neo4j.graphalgo.bench.ClosenessCentralityBenchmark._01_benchmark:·gc.count","avgt",1,5,1.000000,NaN,"counts",,,,
"org.neo4j.graphalgo.bench.ClosenessCentralityBenchmark._01_benchmark:·gc.time","avgt",1,5,37.000000,NaN,"ms",,,,
"org.neo4j.graphalgo.bench.MultistepSCCBenchmark._01_multistepSCCsequential","avgt",1,5,570.628352,101.915387,"us/op",,,,
"org.neo4j.graphalgo.bench.MultistepSCCBenchmark._01_multistepSCCsequential:·gc.alloc.rate","avgt",1,5,3359.564247,3073.304124,"MB/sec",,,,
"org.neo4j.graphalgo.bench.MultistepSCCBenchmark._01_multistepSCCsequential:·gc.alloc.rate.norm","avgt",1,5,3276211.688197,3404.065716,"B/op",,,,
"org.neo4j.graphalgo.bench.MultistepSCCBenchmark._01_multistepSCCsequential:·gc.churn.PS_Eden_Space","avgt",1,5,3425.595329,3366.339125,"MB/sec",,,,
"org.neo4j.graphalgo.bench.MultistepSCCBenchmark._01_multistepSCCsequential:·gc.churn.PS_Eden_Space.norm","avgt",1,5,3348900.989623,1277974.997184,"B/op",,,,
"org.neo4j.graphalgo.bench.MultistepSCCBenchmark._01_multistepSCCsequential:·gc.churn.PS_Survivor_Space","avgt",1,5,1.023045,1.714231,"MB/sec",,,,
"org.neo4j.graphalgo.bench.MultistepSCCBenchmark._01_multistepSCCsequential:·gc.churn.PS_Survivor_Space.norm","avgt",1,5,997.224973,1244.412882,"B/op",,,,
"org.neo4j.graphalgo.bench.MultistepSCCBenchmark._01_multistepSCCsequential:·gc.count","avgt",1,5,21.000000,NaN,"counts",,,,
"org.neo4j.graphalgo.bench.MultistepSCCBenchmark._01_multistepSCCsequential:·gc.time","avgt",1,5,239.000000,NaN,"ms",,,,
"org.neo4j.graphalgo.bench.MultistepSCCBenchmark._02_multistepSCCparallel","avgt",1,5,579.307216,119.926788,"us/op",,,,
"org.neo4j.graphalgo.bench.MultistepSCCBenchmark._02_multistepSCCparallel:·gc.alloc.rate","avgt",1,5,3532.575344,589.497902,"MB/sec",,,,
"org.neo4j.graphalgo.bench.MultistepSCCBenchmark._02_multistepSCCparallel:·gc.alloc.rate.norm","avgt",1,5,3276171.593207,3058.567836,"B/op",,,,
"org.neo4j.graphalgo.bench.MultistepSCCBenchmark._02_multistepSCCparallel:·gc.churn.PS_Eden_Space","avgt",1,5,3625.687727,937.545709,"MB/sec",,,,
"org.neo4j.graphalgo.bench.MultistepSCCBenchmark._02_multistepSCCparallel:·gc.churn.PS_Eden_Space.norm","avgt",1,5,3370122.455754,1181545.421728,"B/op",,,,
"org.neo4j.graphalgo.bench.MultistepSCCBenchmark._02_multistepSCCparallel:·gc.churn.PS_Survivor_Space","avgt",1,5,1.423600,2.535730,"MB/sec",,,,
"org.neo4j.graphalgo.bench.MultistepSCCBenchmark._02_multistepSCCparallel:·gc.churn.PS_Survivor_Space.norm","avgt",1,5,1325.717205,2342.190004,"B/op",,,,
"org.neo4j.graphalgo.bench.MultistepSCCBenchmark._02_multistepSCCparallel:·gc.count","avgt",1,5,21.000000,NaN,"counts",,,,
"org.neo4j.graphalgo.bench.MultistepSCCBenchmark._02_multistepSCCparallel:·gc.time","avgt",1,5,260.000000,NaN,"ms",,,,
"org.neo4j.graphalgo.bench.MultistepSCCBenchmark._03_multistepSCCtarjan","avgt",1,5,594.021456,116.658280,"us/op",,,,
"org.neo4j.graphalgo.bench.MultistepSCCBenchmark._03_multistepSCCtarjan:·gc.alloc.rate","avgt",1,5,3123.635400,2797.702344,"MB/sec",,,,
"org.neo4j.graphalgo.bench.MultistepSCCBenchmark._03_multistepSCCtarjan:·gc.alloc.rate.norm","avgt",1,5,3276174.321791,3082.044077,"B/op",,,,
"org.neo4j.graphalgo.bench.MultistepSCCBenchmark._03_multistepSCCtarjan:·gc.churn.PS_Eden_Space","avgt",1,5,3140.879914,3041.289569,"MB/sec",,,,
"org.neo4j.graphalgo.bench.MultistepSCCBenchmark._03_multistepSCCtarjan:·gc.churn.PS_Eden_Space.norm","avgt",1,5,3276791.066921,554984.107206,"B/op",,,,
"org.neo4j.graphalgo.bench.MultistepSCCBenchmark._03_multistepSCCtarjan:·gc.churn.PS_Survivor_Space","avgt",1,5,1.355820,2.546869,"MB/sec",,,,
"org.neo4j.graphalgo.bench.MultistepSCCBenchmark._03_multistepSCCtarjan:·gc.churn.PS_Survivor_Space.norm","avgt",1,5,1338.291087,2126.206494,"B/op",,,,
"org.neo4j.graphalgo.bench.MultistepSCCBenchmark._03_multistepSCCtarjan:·gc.count","avgt",1,5,20.000000,NaN,"counts",,,,
"org.neo4j.graphalgo.bench.MultistepSCCBenchmark._03_multistepSCCtarjan:·gc.time","avgt",1,5,112.000000,NaN,"ms",,,,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run","avgt",1,5,20.058966,9.831952,"us/op",,HEAVY,5,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.alloc.rate","avgt",1,5,180.961508,76.145505,"MB/sec",,HEAVY,5,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.alloc.rate.norm","avgt",1,5,5683.168398,96.033151,"B/op",,HEAVY,5,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.churn.PS_Eden_Space","avgt",1,5,136.471395,1175.059866,"MB/sec",,HEAVY,5,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.churn.PS_Eden_Space.norm","avgt",1,5,4133.751007,35592.842830,"B/op",,HEAVY,5,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.churn.PS_Survivor_Space","avgt",1,5,0.393379,3.387114,"MB/sec",,HEAVY,5,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.churn.PS_Survivor_Space.norm","avgt",1,5,11.915550,102.596475,"B/op",,HEAVY,5,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.count","avgt",1,5,1.000000,NaN,"counts",,HEAVY,5,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.time","avgt",1,5,9.000000,NaN,"ms",,HEAVY,5,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run","avgt",1,5,23.234916,0.973386,"us/op",,HEAVY,20,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.alloc.rate","avgt",1,5,154.915183,6.533056,"MB/sec",,HEAVY,20,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.alloc.rate.norm","avgt",1,5,5685.958437,119.398528,"B/op",,HEAVY,20,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.churn.PS_Eden_Space","avgt",1,5,136.473800,1175.080576,"MB/sec",,HEAVY,20,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.churn.PS_Eden_Space.norm","avgt",1,5,5034.659465,43349.936349,"B/op",,HEAVY,20,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.churn.PS_Survivor_Space","avgt",1,5,0.385888,3.322614,"MB/sec",,HEAVY,20,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.churn.PS_Survivor_Space.norm","avgt",1,5,14.235814,122.574650,"B/op",,HEAVY,20,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.count","avgt",1,5,1.000000,NaN,"counts",,HEAVY,20,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.time","avgt",1,5,19.000000,NaN,"ms",,HEAVY,20,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run","avgt",1,5,58.057854,20.369687,"us/op",,HEAVY,100,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.alloc.rate","avgt",1,5,62.779313,22.624030,"MB/sec",,HEAVY,100,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.alloc.rate.norm","avgt",1,5,5740.925810,309.031895,"B/op",,HEAVY,100,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.churn.PS_Eden_Space","avgt",1,5,136.437763,1174.770285,"MB/sec",,HEAVY,100,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.churn.PS_Eden_Space.norm","avgt",1,5,13862.782571,119362.738689,"B/op",,HEAVY,100,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.count","avgt",1,5,1.000000,NaN,"counts",,HEAVY,100,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.time","avgt",1,5,35.000000,NaN,"ms",,HEAVY,100,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run","avgt",1,5,57.721301,9.284168,"us/op",,VIEW,5,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.alloc.rate","avgt",1,5,580.418746,84.181899,"MB/sec",,VIEW,5,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.alloc.rate.norm","avgt",1,5,53001.900054,285.671703,"B/op",,VIEW,5,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.churn.PS_Eden_Space","avgt",1,5,522.007953,1835.409174,"MB/sec",,VIEW,5,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.churn.PS_Eden_Space.norm","avgt",1,5,48597.106123,171153.582707,"B/op",,VIEW,5,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.count","avgt",1,5,3.000000,NaN,"counts",,VIEW,5,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.time","avgt",1,5,75.000000,NaN,"ms",,VIEW,5,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run","avgt",1,5,201.953571,22.595249,"us/op",,VIEW,20,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.alloc.rate","avgt",1,5,625.994338,64.440797,"MB/sec",,VIEW,20,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.alloc.rate.norm","avgt",1,5,199599.468201,1090.124932,"B/op",,VIEW,20,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.churn.PS_Eden_Space","avgt",1,5,528.263565,1856.922832,"MB/sec",,VIEW,20,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.churn.PS_Eden_Space.norm","avgt",1,5,169902.481080,597761.278016,"B/op",,VIEW,20,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.churn.PS_Survivor_Space","avgt",1,5,0.029150,0.250990,"MB/sec",,VIEW,20,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.churn.PS_Survivor_Space.norm","avgt",1,5,9.162213,78.889416,"B/op",,VIEW,20,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.count","avgt",1,5,3.000000,NaN,"counts",,VIEW,20,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.time","avgt",1,5,19.000000,NaN,"ms",,VIEW,20,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run","avgt",1,5,1016.762918,183.556563,"us/op",,VIEW,100,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.alloc.rate","avgt",1,5,633.458132,104.566813,"MB/sec",,VIEW,100,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.alloc.rate.norm","avgt",1,5,1015119.970297,5161.574483,"B/op",,VIEW,100,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.churn.PS_Eden_Space","avgt",1,5,700.912433,1508.949888,"MB/sec",,VIEW,100,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.churn.PS_Eden_Space.norm","avgt",1,5,1131690.455092,2447778.179711,"B/op",,VIEW,100,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.churn.PS_Survivor_Space","avgt",1,5,0.027055,0.232947,"MB/sec",,VIEW,100,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.churn.PS_Survivor_Space.norm","avgt",1,5,46.654107,401.705934,"B/op",,VIEW,100,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.count","avgt",1,5,4.000000,NaN,"counts",,VIEW,100,
"org.neo4j.graphalgo.bench.PageRankBenchmark.run:·gc.time","avgt",1,5,43.000000,NaN,"ms",,VIEW,100,
"org.neo4j.graphalgo.bench.UnionFindBenchmark._01_unbufferedUnionFind","avgt",1,10,3.127431,0.099180,"us/op",,,,
"org.neo4j.graphalgo.bench.UnionFindBenchmark._01_unbufferedUnionFind:·gc.alloc.rate","avgt",1,10,270.944514,9.516452,"MB/sec",,,,
"org.neo4j.graphalgo.bench.UnionFindBenchmark._01_unbufferedUnionFind:·gc.alloc.rate.norm","avgt",1,10,1336.949703,4.510854,"B/op",,,,
"org.neo4j.graphalgo.bench.UnionFindBenchmark._01_unbufferedUnionFind:·gc.churn.PS_Eden_Space","avgt",1,10,329.449956,648.343875,"MB/sec",,,,
"org.neo4j.graphalgo.bench.UnionFindBenchmark._01_unbufferedUnionFind:·gc.churn.PS_Eden_Space.norm","avgt",1,10,1645.066193,3243.326299,"B/op",,,,
"org.neo4j.graphalgo.bench.UnionFindBenchmark._01_unbufferedUnionFind:·gc.churn.PS_Survivor_Space","avgt",1,10,0.014577,0.048773,"MB/sec",,,,
"org.neo4j.graphalgo.bench.UnionFindBenchmark._01_unbufferedUnionFind:·gc.churn.PS_Survivor_Space.norm","avgt",1,10,0.072041,0.239811,"B/op",,,,
"org.neo4j.graphalgo.bench.UnionFindBenchmark._01_unbufferedUnionFind:·gc.count","avgt",1,10,4.000000,NaN,"counts",,,,
"org.neo4j.graphalgo.bench.UnionFindBenchmark._01_unbufferedUnionFind:·gc.time","avgt",1,10,23.000000,NaN,"ms",,,,
"org.neo4j.graphalgo.bench.UnionFindBenchmark._02_bufferedUnionFind","avgt",1,10,2.097300,0.689226,"us/op",,,,
"org.neo4j.graphalgo.bench.UnionFindBenchmark._02_bufferedUnionFind:·gc.alloc.rate","avgt",1,10,134.307081,41.841481,"MB/sec",,,,
"org.neo4j.graphalgo.bench.UnionFindBenchmark._02_bufferedUnionFind:·gc.alloc.rate.norm","avgt",1,10,426.981585,12.359503,"B/op",,,,
"org.neo4j.graphalgo.bench.UnionFindBenchmark._02_bufferedUnionFind:·gc.churn.PS_Eden_Space","avgt",1,10,136.463090,434.945404,"MB/sec",,,,
"org.neo4j.graphalgo.bench.UnionFindBenchmark._02_bufferedUnionFind:·gc.churn.PS_Eden_Space.norm","avgt",1,10,476.941643,1557.815794,"B/op",,,,
"org.neo4j.graphalgo.bench.UnionFindBenchmark._02_bufferedUnionFind:·gc.churn.PS_Survivor_Space","avgt",1,10,0.019782,0.075106,"MB/sec",,,,
"org.neo4j.graphalgo.bench.UnionFindBenchmark._02_bufferedUnionFind:·gc.churn.PS_Survivor_Space.norm","avgt",1,10,0.077160,0.312010,"B/op",,,,
"org.neo4j.graphalgo.bench.UnionFindBenchmark._02_bufferedUnionFind:·gc.count","avgt",1,10,2.000000,NaN,"counts",,,,
"org.neo4j.graphalgo.bench.UnionFindBenchmark._02_bufferedUnionFind:·gc.time","avgt",1,10,29.000000,NaN,"ms",,,,
"org.neo4j.graphalgo.bench.UnionFindBenchmark._03_heavyGraphUnionFind","avgt",1,10,1.823239,0.074504,"us/op",,,,
"org.neo4j.graphalgo.bench.UnionFindBenchmark._03_heavyGraphUnionFind:·gc.alloc.rate","avgt",1,10,197.942205,8.335333,"MB/sec",,,,
"org.neo4j.graphalgo.bench.UnionFindBenchmark._03_heavyGraphUnionFind:·gc.alloc.rate.norm","avgt",1,10,568.543848,2.582488,"B/op",,,,
"org.neo4j.graphalgo.bench.UnionFindBenchmark._03_heavyGraphUnionFind:·gc.churn.PS_Eden_Space","avgt",1,10,156.190707,502.765752,"MB/sec",,,,
"org.neo4j.graphalgo.bench.UnionFindBenchmark._03_heavyGraphUnionFind:·gc.churn.PS_Eden_Space.norm","avgt",1,10,452.537396,1461.339899,"B/op",,,,
"org.neo4j.graphalgo.bench.UnionFindBenchmark._03_heavyGraphUnionFind:·gc.churn.PS_Survivor_Space","avgt",1,10,0.012497,0.059746,"MB/sec",,,,
"org.neo4j.graphalgo.bench.UnionFindBenchmark._03_heavyGraphUnionFind:·gc.churn.PS_Survivor_Space.norm","avgt",1,10,0.036825,0.176058,"B/op",,,,
